■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-26,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 1980~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
15423,바톤 루즈,라파엘 모리온,,신한영화(주),,1993-02-06,개봉영화,장편,스페인,0,0,0,0,446,드라마,연소자관람불가,일반영화
15424,바톤 핑크,"조엘 코엔,에단 코엔",,리브라더스엔터테인먼트,,1992-10-31,개봉영화,장편,미국,0,0,0,0,"32,916",드라마,고등학생이상관람가,일반영화
15425,박대박,양영철,씨네락픽처스,,대우시네마,1997-04-26,개봉영화,장편,한국,0,0,0,0,"21,741",코미디,고등학생이상관람가,일반영화
15426,박봉곤 가출사건,김태균,㈜영화세상,,,1996-09-21,개봉영화,장편,한국,0,0,0,0,"170,328",멜로/로맨스,고등학생이상관람가,일반영화
15427,박쥐,루이스 모노,,콜럼비아 트라이스타,,2000-06-03,개봉영화,장편,미국,0,0,0,0,"23,053",공포(호러),12세관람가,일반영화
15428,박철수의 헬로 임꺽정,박철수,(주)황기성 사단,,,1987-08-22,개봉영화,장편,한국,0,0,0,0,"19,389",사극,고등학생이상관람가,일반영화
15429,박하사탕,이창동,"(주)이스트필름,파인하우스필름(주)",,"CGV아트하우스,(주)신도필림",2000-01-01,개봉영화,장편,한국,0,0,0,0,"290,352",드라마,"18세관람가,청소년관람불가",독립/예술영화
15430,반고호,모리스 피알라,고몽,,,1992-10-03,개봉영화,장편,프랑스,0,0,0,0,"4,887",드라마,고등학생이상관람가,일반영화
15431,반금련,김기영,(주)동아수출공사,,,1981-03-13,개봉영화,장편,한국,0,0,0,0,"66,828",드라마,연소자관람불가,독립/예술영화
15432,반금련,나탁요,,광명,,1991-02-14,개봉영화,장편,홍콩,0,0,0,0,"28,966",드라마,연소자관람불가,일반영화
15433,반노,이영실,한진흥업주식회사,,,1982-10-17,개봉영화,장편,한국,0,0,0,0,"76,918",드라마,연소자관람불가,일반영화
15434,반노2,김인수,한진흥업주식회사,,,1985-03-16,개봉영화,장편,한국,0,0,0,0,"22,638",드라마,연소자관람불가,일반영화
15435,반생연,허안화,만다린 필름즈,(주)미도영화사,,1999-02-06,개봉영화,장편,중국,0,0,0,0,"6,583",멜로/로맨스,15세 미만인 자는 관람할 수 없는 등급,일반영화
15436,반아종횡,유위강,,(주)선익필름,,1994-03-21,개봉영화,장편,홍콩,0,0,0,0,"1,130",액션,고등학생이상관람가,일반영화
15437,반지의 제왕 : 반지원정대,피터 잭슨,,"(주)태원엔터테인먼트,㈜에스앤엠코리아",(주)시네마서비스,2001-12-31,개봉영화,장편,미국,0,0,0,0,"1,380,734",드라마,12세관람가,일반영화
15438,반쪽 아이들,이기영,양전흥업,,,1990-05-19,개봉영화,장편,한국,0,0,0,0,"2,059",드라마,중학생이상관람가,일반영화
15439,반칙게임,아담 리프킨,,(주)화천공사,,1993-06-19,개봉영화,장편,미국,0,0,0,0,"9,344",코미디,고등학생이상관람가,일반영화
15440,반칙왕,김지운,(주)영화사봄,,(주)시네마서비스,2000-02-04,개봉영화,장편,한국,0,0,0,0,"787,423",코미디,12세관람가,일반영화
15441,발렌타인,제이미 블랭크스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2001-08-30,개봉영화,장편,미국,0,0,0,0,"32,538",공포(호러),18세관람가,일반영화
15442,발몽,밀로스 포만,,세경영화㈜,,1992-11-21,개봉영화,장편,프랑스,0,0,0,0,"31,157",멜로/로맨스,연소자관람불가,일반영화
15443,발바리의 추억,강철수,(주)태광영화사,,,1989-12-23,개봉영화,장편,한국,0,0,0,0,"31,241",드라마,고등학생이상관람가,일반영화
15444,밤 그리고 도시,어윈 윙클러,,(주)화천공사,,1994-03-26,개봉영화,장편,미국,0,0,0,0,"3,959",드라마,고등학생이상관람가,일반영화
15445,밤나비,"정회철,김수동",신한영화(주),,,1987-05-09,개봉영화,장편,한국,0,0,0,0,"5,240",드라마,미성년자관람불가,일반영화
15446,밤마다 우는 뻐꾸기,하륜,㈜효자필름,,,1990-03-10,개봉영화,장편,한국,0,0,0,0,"3,585",멜로/로맨스,연소자관람불가,일반영화
15447,밤마다 천국,김응천,대영영화주식회사,,,1985-02-02,개봉영화,장편,한국,0,0,0,0,"8,322",드라마,연소자관람불가,일반영화
15448,밤볼라,비가스 루나,"디에이 인터내셔널,로데오 드라이브,스타라인 티브이,스타라인",(주)베어엔터테인먼트,,1999-04-10,개봉영화,장편,스페인,0,0,0,0,"9,221",코미디,18세 미만인 자는 관람할 수 없는 등급,일반영화
15449,밤셸,폴 윈,,신필름(주),,1997-10-16,개봉영화,장편,미국,0,0,0,0,107,SF,연소자관람불가,일반영화
15450,밤으로의 긴 여로,김시화,삼일스크린,,,1991-03-16,개봉영화,장편,한국,0,0,0,0,"4,365",드라마,연소자관람불가,일반영화
15451,밤을 기다리는 해바라기,엄종선,남양,,,1982-11-06,개봉영화,장편,한국,0,0,0,0,"24,790",드라마,연소자관람불가,일반영화
15452,밤을 먹고 사는 여인,"고응호,이작남",(주)동협상사,,,1985-09-07,개봉영화,장편,한국,0,0,0,0,"6,598",드라마,연소자관람불가,일반영화
15453,밤을 벗기는 독장미,김시현,연방영화(주),,,1985-11-02,개봉영화,장편,한국,0,0,0,0,"11,367",드라마,연소자관람불가,일반영화
15454,밤의 연인,앤드류 스티븐스,,(주)서울필름,,1994-10-29,개봉영화,장편,미국,0,0,0,0,"1,882",드라마,연소자관람불가,일반영화
15455,밤의 열기속으로,장길수,우성사,,,1985-08-31,개봉영화,장편,한국,0,0,0,0,"33,650",드라마,연소자관람불가,일반영화
15456,밤의 요정,남기남,신한영화(주),,,1986-10-25,개봉영화,장편,한국,0,0,0,0,"5,662",드라마,연소자관람불가,일반영화
15457,밤의 찬가,김호선,태창흥업,,,1980-03-15,개봉영화,장편,한국,0,N/A,0,N/A,"87,215",드라마,연소자관람불가,일반영화
15458,밤의 천국,김양득,대영영화주식회사,,,1982-01-30,개봉영화,장편,한국,0,0,0,0,"60,793",드라마,연소자관람불가,일반영화
15459,밤의 추적자,프레드 월리엄슨,매트릭스 프로덕션즈,(주)반도영상,,1993-09-11,개봉영화,장편,미국,0,0,0,0,"5,003",스릴러,고등학생이상관람가,일반영화
15460,밤이 무너질 때,고영남,(주)우진필림,,,1984-04-19,개봉영화,장편,한국,0,0,0,0,"14,062",드라마,연소자관람불가,일반영화
15461,밤이여 안녕,,,(주)우진필림,,1989-11-25,개봉영화,장편,프랑스,0,0,0,0,"2,811",드라마,연소자관람불가,일반영화
15462,밥 로버츠,팀 로빈스,,,,1992-11-28,개봉영화,장편,미국,0,0,0,0,"7,960",코미디,중학생이상관람가,일반영화
15463,밥만 먹고 못살아,김기현,이화영화(주),,,1991-06-29,개봉영화,장편,한국,0,0,0,0,"6,092",성인물(에로),연소자관람불가,일반영화
15464,밥풀때기 형사와 쌍라이트,신우철,신화프로덕션,,,1990-01-16,개봉영화,장편,한국,0,0,0,0,"6,754",액션,연소자관람가,일반영화
15465,방라잔,타니트 지트나쿤,,제네시스픽쳐스(주),(주)디지털네가,2002-12-13,개봉영화,장편,태국,0,0,0,0,93,액션,15세관람가,일반영화
15466,방세옥,원규,골든하베스트,(주)동아수출공사,,1993-03-20,개봉영화,장편,홍콩,0,0,0,0,"91,448",액션,중학생이상관람가,일반영화
15467,방세옥 2 : 대도무문,원규,,(주)동아수출공사,,1993-09-25,개봉영화,장편,홍콩,0,0,0,0,0,드라마,중학생이상관람가,일반영화
15468,방황하는 별들,차현재,(주)화천공사,,,1986-12-06,개봉영화,장편,한국,0,0,0,0,"9,466",드라마,국민학생관람불가,일반영화
15469,배꼽버스,박광우,셜리우드 영화사,,,1995-12-02,개봉영화,장편,한국,0,0,0,0,0,드라마,,일반영화
15470,배꼽위에 여자,조성구,(주)반도영상,,,1993-11-12,개봉영화,장편,한국,0,0,0,0,"3,570",드라마,연소자관람불가,일반영화
15471,배니싱 트윈,윤태용,와이투시네마(주),,,2000-09-23,개봉영화,장편,한국,0,0,0,0,"6,019",미스터리,18세관람가,일반영화
15472,배드 보이즈,엽위민,,(주)새롬엔터테인먼트,,2001-04-07,개봉영화,장편,홍콩,0,0,0,0,269,멜로/로맨스,15세관람가,일반영화
15473,배드 채널,테드 니콜라우,풀문 엔터테인먼트,근향영화(주),,1995-03-12,개봉영화,장편,미국,0,0,0,0,22,SF,고등학생이상관람가,일반영화
15474,배드 타이밍,니콜라스 로에그,랭크 필름 오가니제이션,,,1984-01-01,개봉영화,장편,미국,0,0,0,0,"138,271",드라마,연소자관람불가,일반영화
15475,배드컴패니,조엘 슈마허,,"월트디즈니,한국소니픽쳐스릴리징브에나비스타영화㈜",,2002-07-04,개봉영화,장편,미국,0,0,0,0,"54,473",드라마,12세관람가,일반영화
15476,배반의 도시,존 달,"폴리그램 필름드 엔터테인먼트,프로파간다 필름",동보흥행(주),,1995-06-03,개봉영화,장편,미국,0,0,0,0,823,스릴러,고등학생이상관람가,일반영화
15477,배반의 음모,윌리엄 H. 몰리나,,신필름(주),,1996-10-26,개봉영화,장편,미국,0,0,0,0,"1,263",드라마,연소자관람불가,일반영화
15478,배신의 욕망,헨리 챠,,한국영화배급㈜,,1994-01-08,개봉영화,장편,미국,0,0,0,0,"1,843",드라마,연소자관람불가,일반영화
15479,배트 21,,,㈜중앙시네마,,1989-07-15,개봉영화,장편,미국,0,0,0,0,"34,952",드라마,연소자관람가,일반영화
15480,배트맨,,,,워너 브러더스 픽쳐스,1990-07-07,개봉영화,장편,미국,0,0,0,0,"25,086",액션,연소자관람가,일반영화
15481,배트맨 앤 로빈,조엘 슈마허,워너브러더스 코리아(주),워너브러더스 코리아(주),,1997-08-02,개봉영화,장편,미국,0,0,0,0,"172,959",액션,연소자관람가,일반영화
15482,배트맨 포에버,조엘 슈마허,"폴리그램 필름드 엔터테인먼트,워너 브러더스 픽쳐스",워너브러더스 코리아(주),,1995-07-15,개봉영화,장편,미국,0,0,0,0,"216,771",액션,연소자관람가,일반영화
15483,배트맨2,팀 버튼,,워너브러더스 코리아(주),,1992-07-11,개봉영화,장편,미국,0,0,0,0,"168,943",SF,중학생이상관람가,일반영화
15484,배틀 필드,로저 크리스찬,모건 크릭 프로덕션즈,(주)씨네월드,,2000-06-17,개봉영화,장편,미국,0,0,0,0,"83,393",SF,15세관람가,일반영화
15485,배틀로얄,후카사쿠 킨지,,"(주)엔케이컨텐츠,(주)동아수출공사","(주)엔케이컨텐츠,(주)동아수출공사",2002-04-05,개봉영화,장편,일본,0,0,0,0,"69,098",드라마,18세관람가,독립/예술영화
15486,백 투 백,로저 니가드,,(주)서울필름,,1996-08-31,개봉영화,장편,미국,0,0,0,0,323,액션,연소자관람불가,일반영화
15487,백구야 훨훨 날지마라,정진우,(주)우진필림,,,1983-01-29,개봉영화,장편,한국,0,0,0,0,"47,368",드라마,연소자관람불가,일반영화
15488,백련사신,두소진,,(주)대성영화,,1994-12-03,개봉영화,장편,홍콩,0,0,0,0,"1,668",사극,고등학생이상관람가,일반영화
15489,백마타고 휘파람불고,브라이언 고든,,(주)우진필림,,1991-12-14,개봉영화,장편,미국,0,0,0,0,"28,109",코미디,중학생이상관람가,일반영화
15490,백발 마녀전,우인태,만다린 필름즈,(주)반도영상,,1993-09-25,개봉영화,장편,홍콩,0,0,0,0,"99,670",액션,고등학생이상관람가,일반영화
15491,백발마녀전 2,고지림,만다린 필름즈,,,1993-12-31,개봉영화,장편,홍콩,0,0,0,0,"34,986",멜로/로맨스,고등학생이상관람가,일반영화
15492,백백교,최영철,화풍흥업,,,1993-01-09,개봉영화,장편,한국,0,0,0,0,"1,130",드라마,연소자관람불가,일반영화
15493,백비트,이안 소프틀리,,(주)삼호필림,,1994-05-28,개봉영화,장편,영국,0,0,0,0,"10,923",드라마,연소자관람불가,일반영화
15494,백사전설,켄 러셀,,실바벨픽쳐,,1990-06-30,개봉영화,장편,영국,0,0,0,0,"1,278",공포(호러),고등학생이상관람가,일반영화
15495,백색지대 2,스티븐 펄,,영상산업신문사(주),,2000-07-29,개봉영화,장편,미국,0,0,0,0,52,액션,18세관람가,일반영화
15496,백수스토리,정준섭,신화필림(주),,,1997-06-14,개봉영화,장편,한국,0,0,0,0,471,코미디,연소자관람불가,일반영화
15497,백야,테일러 핵포드,콜럼비아 픽쳐스 코포레이션,,,1986-09-13,개봉영화,장편,미국,0,0,0,0,"363,905",드라마,국민학생관람불가,일반영화
15498,백야의 연인,베리 샘슨,,유아이피-씨아이씨영화및비디오배급(유),,1993-12-04,개봉영화,장편,미국,0,0,0,0,"27,728",드라마,고등학생이상관람가,일반영화
15499,백야의 탈출,아론 노리스,"캐논 그룹,골렌골로버스프로덕션",(주)대일필림,,1989-04-15,개봉영화,장편,미국,0,0,0,0,"15,325",액션,중학생이상관람가,일반영화
15500,백장미,조양준,,,,1995-01-14,개봉영화,장편,홍콩,0,0,0,0,489,드라마,연소자관람불가,일반영화
15501,백조 공주,리처드 리치,네스트 패밀리 엔터테인먼트,콜럼비아트라이스타㈜,,1995-11-25,개봉영화,장편,미국,0,0,0,0,"6,194",애니메이션,연소자관람가,일반영화
15502,백치들,라스 폰 트리에,,(주)케이제이 엔터테인먼트,,2000-05-20,개봉영화,장편,덴마크,0,0,0,0,"2,704",코미디,18세관람가,일반영화
15503,백치애인,노세한,(주)반도영상,,,1992-02-22,개봉영화,장편,한국,0,0,0,0,"17,719",드라마,고등학생이상관람가,일반영화
15504,백치원앙,남기남,(주)모가드코리아,,,1989-04-22,개봉영화,장편,한국,0,0,0,0,"3,994",멜로/로맨스,연소자관람불가,일반영화
15505,백한번째 프로포즈,오석근,(주)신씨네,,,1993-06-19,개봉영화,장편,한국,0,0,0,0,"82,913",멜로/로맨스,고등학생이상관람가,일반영화
15506,밴디츠,베리 레빈슨,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2002-03-28,개봉영화,장편,미국,0,0,0,0,"32,100",코미디,12세관람가,일반영화
15507,밴디트,카챠 본 가르니에,바바리아필름,신필름(주),,1999-01-30,개봉영화,장편,독일,0,0,0,0,"6,064",드라마,18세 미만인 자는 관람할 수 없는 등급,일반영화
15508,밴디트 퀸,세자르 카푸르,채널4필름,(주)월드시네마,,1995-01-28,개봉영화,장편,인도,0,0,0,0,"32,231",드라마,연소자관람불가,일반영화
15509,뱀파이어,토브 후퍼,"캐논 그룹,골렌골로버스프로덕션,트라이스타 픽쳐스",,,1986-01-01,개봉영화,장편,영국,0,0,0,0,"179,653",공포(호러),국민학생관람불가,일반영화
15510,뱀파이어와의 인터뷰,닐 조단,,워너브러더스 코리아(주),,1994-12-31,개봉영화,장편,미국,0,0,0,0,"354,718",공포(호러),고등학생이상관람가,일반영화
15511,뱃 인플루언스,커티스 핸슨,,(주)동아수출공사,,1992-11-28,개봉영화,장편,미국,0,0,0,0,"1,708",드라마,고등학생이상관람가,일반영화
15512,버닝,,,,,1983-07-23,개봉영화,장편,미국,0,0,0,0,"267,072",공포(호러),연소자관람불가,일반영화
15513,버드케이지,마이크 니콜스,유니버셜 픽쳐스,유아이피-씨아이씨영화및비디오배급(유),,1996-05-11,개봉영화,장편,미국,0,0,0,0,"53,979",코미디,연소자관람불가,일반영화
15514,버려진 청춘,정소영,한림영화,,,1982-09-24,개봉영화,장편,한국,0,0,0,0,"26,847",드라마,연소자관람불가,일반영화
15515,"버스, 정류장",이미연,(주)명필름,,씨제이엔터테인먼트,2002-03-07,개봉영화,장편,한국,0,N/A,0,N/A,"37,704",드라마,15세관람가,일반영화
15516,버지니아,프랑수아 어바웃,,광명,,1991-12-14,개봉영화,장편,프랑스,0,0,0,0,"14,411",드라마,연소자관람불가,일반영화
15517,버추얼 웨폰,원규,,"콜롬비아,한국소니픽쳐스릴리징브에나비스타영화㈜",한국소니픽쳐스릴리징브에나비스타영화㈜,2002-09-19,개봉영화,장편,홍콩,0,0,0,0,"24,959",액션,15세관람가,일반영화
15518,버티컬 리미트,마틴 캠벨,,콜럼비아트라이스타,콜럼비아트라이스타,2001-01-13,개봉영화,장편,미국,0,0,0,0,"890,785",드라마,12세관람가,일반영화
